Song,Movie,Link,id
Running on Empty,Running on Empty,https://api.spotify.com/v1/tracks/4MZEZz8MqVgvIMXU6AVP22,4MZEZz8MqVgvIMXU6AVP22
Go Your Own Way,Rumours,https://api.spotify.com/v1/tracks/0FeCO85RKW8fDRytwXof2x,0FeCO85RKW8fDRytwXof2x
Love Is A Battlefield,Pat Benatar: The Collection,https://api.spotify.com/v1/tracks/0viZ7D81W8pD65TkzaFkXT,0viZ7D81W8pD65TkzaFkXT
The Secret Of My Success - Soundtrack Version,The Best Of Night Ranger 20th Century Masters The Millennium Collection,https://api.spotify.com/v1/tracks/3FfXPlhZgQigscgPZOONS8,3FfXPlhZgQigscgPZOONS8
Crocodile Rock,Don't Shoot Me I'm Only The Piano Player (Remastered),https://api.spotify.com/v1/tracks/4v6koasIv1ksU2P9iWqfRV,4v6koasIv1ksU2P9iWqfRV
Top Of The World,The Nation's Favourite Songs,https://api.spotify.com/v1/tracks/6x55izhkOssKCqEXwAJ58o,6x55izhkOssKCqEXwAJ58o
"Footloose - From ""Footloose"" Soundtrack",Footloose (15th Anniversary Collectors' Edition),https://api.spotify.com/v1/tracks/2vz1CsL5WBsbpBcwgboTAw,2vz1CsL5WBsbpBcwgboTAw
I'm Gonna Be Somebody,The Best of Jack Mack & The Heart Attack,https://api.spotify.com/v1/tracks/4kwsk1FTbZf5yTTtnMaELv,4kwsk1FTbZf5yTTtnMaELv
True Love Is Not Nice,I'm So Confused,https://api.spotify.com/v1/tracks/6mYrGika6zAcsYQTPINHbP,6mYrGika6zAcsYQTPINHbP
Lost in the Shadows (The Lost Boys),Smash Hits 80s Movies,https://api.spotify.com/v1/tracks/2X1kG59xHpI3NK9LPIy3Yj,2X1kG59xHpI3NK9LPIy3Yj
Hot N Cold,Alvin And The Chipmunks: The Squeakquel Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/5C4Xv8gge52flNdFBeGu6Y,5C4Xv8gge52flNdFBeGu6Y
Hippy Hippy Shake,Cocktail (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/7rO8GtwhpUYahCyLE85aV9,7rO8GtwhpUYahCyLE85aV9
Love Touch (Theme from Legal Eagles),Every Beat of My Heart,https://api.spotify.com/v1/tracks/3aJrPU9tHoaAMGTTVtUAyN,3aJrPU9tHoaAMGTTVtUAyN
Silver Dream Machine,The Collection,https://api.spotify.com/v1/tracks/2FPklW1NzfEjyicXs8587I,2FPklW1NzfEjyicXs8587I
Louie Louie,Quadrophenia (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5xmwWhTaqXQcICOWrXJCJz,5xmwWhTaqXQcICOWrXJCJz
Mustang Sally,The Commitments,https://api.spotify.com/v1/tracks/1XlCCgKKrQQfXaDyv4GrZe,1XlCCgKKrQQfXaDyv4GrZe
"Living in the Moment (Music from the Motion Picture ""Book Club"")","Living in the Moment (Music from the Motion Picture ""Book Club"")",https://api.spotify.com/v1/tracks/6XtB7AcQIzAp9ykCuu5hBn,6XtB7AcQIzAp9ykCuu5hBn
You Could Be Mine,Use Your Illusion II,https://api.spotify.com/v1/tracks/0dlTGl67UFWcKupzkxZYOn,0dlTGl67UFWcKupzkxZYOn
"When She Loved Me - From ""Toy Story 2"" / Soundtrack Version",Toy Story Favorites,https://api.spotify.com/v1/tracks/780W6YW5HFANQLR77Owern,780W6YW5HFANQLR77Owern
Donna,La Bamba (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2do8ZrlPoC4JFwKxRKv4xX,2do8ZrlPoC4JFwKxRKv4xX
Smells Like Teen Spirit,Smells Like Teen Spirit,https://api.spotify.com/v1/tracks/1gnSosKDAUGYPTkTLiG5DW,1gnSosKDAUGYPTkTLiG5DW
American Pie,American Pie,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,1fDsrQ23eTAVFElUMaf38X
Thunder Force,Thunder Force (Music From the Netflix Film),https://api.spotify.com/v1/tracks/3yRmqjDx7Sm6jYFj8zmIFI,3yRmqjDx7Sm6jYFj8zmIFI
"Footloose - From ""Footloose"" Soundtrack",80 Totally 80s Hits,https://api.spotify.com/v1/tracks/7uvYq7yxkBRYuD6YMaP3o9,7uvYq7yxkBRYuD6YMaP3o9
Grease - From “Grease” Original Motion Picture Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/1KnckjAZIi2mE9EdBLTJmX,1KnckjAZIi2mE9EdBLTJmX
"Hopelessly Devoted To You - From ""Grease"" Original Motion Picture Soundtrack",Grease (Limited Edition),https://api.spotify.com/v1/tracks/02Hk9cT3I8WehA7J5l9yCL,02Hk9cT3I8WehA7J5l9yCL
Sandy - From “Grease” Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/1usziuhFGBtZkdAlUoiZzJ,1usziuhFGBtZkdAlUoiZzJ
Beauty School Dropout - From “Grease” Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/4qjXwaq6K7MzPZSvjcLQYd,4qjXwaq6K7MzPZSvjcLQYd
Look At Me I'm Sandra Dee - From “Grease” Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/4dRexORQbNAXZ9ccA29EKz,4dRexORQbNAXZ9ccA29EKz
Blue Moon - From “Grease” Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/0sUI9jQl4lhEoJAvpFrIz4,0sUI9jQl4lhEoJAvpFrIz4
Be My Baby,Dirty Dancing,https://api.spotify.com/v1/tracks/2IytVPoVVF0yKvaFDouXgj,2IytVPoVVF0yKvaFDouXgj
She's Like the Wind,Dirty Dancing,https://api.spotify.com/v1/tracks/3d4I2tQUz16S8gesU2pLSM,3d4I2tQUz16S8gesU2pLSM
Hungry Eyes,Dirty Dancing,https://api.spotify.com/v1/tracks/25BxqC9Yo7TQ175DLAyMJs,25BxqC9Yo7TQ175DLAyMJs
Stay,Dirty Dancing,https://api.spotify.com/v1/tracks/6xi2kRGOrdLJNo4wFyaCis,6xi2kRGOrdLJNo4wFyaCis
Hey Baby,Dirty Dancing,https://api.spotify.com/v1/tracks/5Abs6j7IiGJnbIjIJH9FEr,5Abs6j7IiGJnbIjIJH9FEr
You Don't Own Me,Dirty Dancing,https://api.spotify.com/v1/tracks/3UDzCBNWSwl3c8moykqtIm,3UDzCBNWSwl3c8moykqtIm
Hallelujah,Shrek (Music From The Original Motion Picture),https://api.spotify.com/v1/tracks/7ngmeixeZKDIDYGcQPF9ry,7ngmeixeZKDIDYGcQPF9ry
Accidentally In Love,Shrek 2,https://api.spotify.com/v1/tracks/1hy6Dic0L5SU1XqjhYY1TR,1hy6Dic0L5SU1XqjhYY1TR
Ever Fallen In Love,Shrek 2,https://api.spotify.com/v1/tracks/4bWaxaO0FV62KWIPVjyBBs,4bWaxaO0FV62KWIPVjyBBs
Big Girls Don't Cry,Sherry and 11 Other Hits,https://api.spotify.com/v1/tracks/00meczE1jpLTX0BBzIGrAR,00meczE1jpLTX0BBzIGrAR
Wipe Out,The Best Of The Surfaris,https://api.spotify.com/v1/tracks/1SXnikPeoiWybksa7TWIYh,1SXnikPeoiWybksa7TWIYh
Maniac,Flashdance Original Soundtrack From The Motion Picture,https://api.spotify.com/v1/tracks/1xPSDf8z4dH46gkvlLtvDO,1xPSDf8z4dH46gkvlLtvDO
Beat It,Thriller 25 Super Deluxe Edition,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,1OOtq8tRnDM8kG2gqUPjAj
Flashdance...What a Feeling - Radio Edit,What a Feelin',https://api.spotify.com/v1/tracks/3cbV252akVZInSvJk7jAYX,3cbV252akVZInSvJk7jAYX
Maneater,H2O,https://api.spotify.com/v1/tracks/4aKIs5t9TqP59btlCGPrgw,4aKIs5t9TqP59btlCGPrgw
It's Raining Men,Success,https://api.spotify.com/v1/tracks/2IvetNzSZMH5gwjInoyr18,2IvetNzSZMH5gwjInoyr18
Trouble with Boys,Let's Hear It for the Girls,https://api.spotify.com/v1/tracks/2mHLt1Qto6OOZCl3r4Y2nQ,2mHLt1Qto6OOZCl3r4Y2nQ
Good Morning Baltimore,Hairspray (Original Motion Picture Soundtrack) [Collector's Edition],https://api.spotify.com/v1/tracks/4LRuYjrhMEhiuo5wa4XfYL,4LRuYjrhMEhiuo5wa4XfYL
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,https://api.spotify.com/v1/tracks/4nI8e3fy1hHvhCvJURv5JI,4nI8e3fy1hHvhCvJURv5JI
Ladies' Choice,Hairspray (Soundtrack To The Motion Picture),https://api.spotify.com/v1/tracks/1Mkqj7lzLMBMBw9HWbZ7xy,1Mkqj7lzLMBMBw9HWbZ7xy
Born To Hand Jive - From “Grease”,Grease (The Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6MuViMNRhfvcn2RJako0HA,6MuViMNRhfvcn2RJako0HA
Someone In The Crowd,La La Land (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/39ncDMVidHOeQgeC5anYZM,39ncDMVidHOeQgeC5anYZM
Perfect Day - Chris Lord Alge Mix,Legally Blonde,https://api.spotify.com/v1/tracks/0frKt739Ov9vvKS3JRu5Vi,0frKt739Ov9vvKS3JRu5Vi
We Could Still Belong Together,Legally Blonde,https://api.spotify.com/v1/tracks/4Fr8PBkViEC6DgYOmOEMKu,4Fr8PBkViEC6DgYOmOEMKu
One Girl Revolution,Legally Blonde,https://api.spotify.com/v1/tracks/4I4qcJqViXzC6KkmmW9NGa,4I4qcJqViXzC6KkmmW9NGa
Watch Me Shine,Legally Blonde,https://api.spotify.com/v1/tracks/4Q7d9bbEY5bdNw3ierAQqm,4Q7d9bbEY5bdNw3ierAQqm
Greased Lightnin' - From “Grease” Soundtrack,Grease (Limited Edition),https://api.spotify.com/v1/tracks/0t7WhYsl5seMz896jS113q,0t7WhYsl5seMz896jS113q
Drive Away (End Title),Lemony Snicket's: A Series of Unfortunate Events (Music from the Motion Picture),https://api.spotify.com/v1/tracks/4zAA4fAncZFevgO33c2Hte,4zAA4fAncZFevgO33c2Hte
Atlas - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/5qVV3IVh4Ir5t9SXJHkq1e,5qVV3IVh4Ir5t9SXJHkq1e
Silhouettes - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/2QMLICqo5TTiPv4BPD3N5t,2QMLICqo5TTiPv4BPD3N5t
"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack",The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/2JHG14oKGHQN0jPdyWHcxg,2JHG14oKGHQN0jPdyWHcxg
We Remain - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/3hFveLaQfnQz7UmFQbtnE1,3hFveLaQfnQz7UmFQbtnE1
Devil May Cry - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/50YZQsqoTXoPHd1YmZyBID,50YZQsqoTXoPHd1YmZyBID
Who We Are - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/77PBYdMupXbouxTt9kIi6e,77PBYdMupXbouxTt9kIi6e
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/3S1tTwSKIZgf4QGltFyCxM,3S1tTwSKIZgf4QGltFyCxM
Sugarcoat the Galaxy (End Title),Passengers (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2UPtXFKr2r2tUOs9y9MQ3e,2UPtXFKr2r2tUOs9y9MQ3e
"Crazy In Love - From The ""Fifty Shades Of Grey"" Soundtrack",Fifty Shades Of Grey (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/38OWHV80YwfFMir6aHYb8B,38OWHV80YwfFMir6aHYb8B
Sing Sing Sing,Allied (Music from the Motion Picture),https://api.spotify.com/v1/tracks/5mafZQ6qbYrzvU90vFUpNg,5mafZQ6qbYrzvU90vFUpNg
Levitate - From The Original Motion Picture “Passengers”,Levitate (From The Original Motion Picture “Passengers”),https://api.spotify.com/v1/tracks/78f9pUmqxdrPpUeidwwagK,78f9pUmqxdrPpUeidwwagK
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/1qEJ0XTPx0tEoXDP5E3AZL,1qEJ0XTPx0tEoXDP5E3AZL
Shiny,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/3iGBEhd5POWz2B1YsRcyD0,3iGBEhd5POWz2B1YsRcyD0
Faith,Sing (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6Xu5TH8mQbSU4MZPIj5J6Y,6Xu5TH8mQbSU4MZPIj5J6Y
Golden Slumbers / Carry That Weight,Sing (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2ChzVMYlmLGhGXzLdHg4lk,2ChzVMYlmLGhGXzLdHg4lk
Hair Up,TROLLS (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2986J0T5CGwJGY3aqgANtE,2986J0T5CGwJGY3aqgANtE
The Hanging Tree,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),https://api.spotify.com/v1/tracks/5ONu4EF5vxDOCmBbQI6s0M,5ONu4EF5vxDOCmBbQI6s0M
Yellow Flicker Beat - From The Hunger Games: Mockingjay Part 1,Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1),https://api.spotify.com/v1/tracks/0GZoB8h0kqXn7XFm4Sj06k,0GZoB8h0kqXn7XFm4Sj06k
Devil May Cry - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/10dq6uicAR56u2bEYUcVhL,10dq6uicAR56u2bEYUcVhL
Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/6vH82EO79HolBobpt6eMS9,6vH82EO79HolBobpt6eMS9
"Elastic Heart - From ""The Hunger Games: Catching Fire"" Soundtrack",The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),https://api.spotify.com/v1/tracks/0455eC9UUcUDTaRnHUqZgZ,0455eC9UUcUDTaRnHUqZgZ
"The James Bond Theme (From ""Dr. No"")",The Music Of John Barry,https://api.spotify.com/v1/tracks/589AelScFm0FYQ4VG1biJi,589AelScFm0FYQ4VG1biJi
Goldfinger,James Bond 007 13 Original Themes,https://api.spotify.com/v1/tracks/1usi2Dn0BbqqhKys2FPSFg,1usi2Dn0BbqqhKys2FPSFg
Diamonds Are Forever,Back To Back,https://api.spotify.com/v1/tracks/1uC0uXW5EsyQGg3oZzysUn,1uC0uXW5EsyQGg3oZzysUn
Skyfall,Skyfall,https://api.spotify.com/v1/tracks/3mr584ZFSkZrWja9kJAzlb,3mr584ZFSkZrWja9kJAzlb
Star Wars: Main Title,By Request,https://api.spotify.com/v1/tracks/1PstFiwXVCg01d1cacE30d,1PstFiwXVCg01d1cacE30d
Prologue,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/6CeCOC2zx1qS8mQNYHe6IM,6CeCOC2zx1qS8mQNYHe6IM
"Main Title And First Victim - From ""Jaws"" Soundtrack",Jaws (The Collector's Edition Soundtrack),https://api.spotify.com/v1/tracks/5CVdnjaqwuDVAyR0Gh3ExM,5CVdnjaqwuDVAyR0Gh3ExM
End Credits,Indiana Jones and the Temple of Doom (International Super Jewel),https://api.spotify.com/v1/tracks/4ZdtngL0l7qwppmixCwnoy,4ZdtngL0l7qwppmixCwnoy
"Theme From Jurassic Park - From ""Jurassic Park"" Soundtrack",Jurassic Park (Soundtrack),https://api.spotify.com/v1/tracks/72VjtouKhCbaBol2e7tsaQ,72VjtouKhCbaBol2e7tsaQ
Pink Panther Theme,The Pink Panther (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6FF3opetp8Nwbh7Rpz9Oxo,6FF3opetp8Nwbh7Rpz9Oxo
Back To The Future,Back To The Future (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5X7TqFJySUyxjUyKorkdXF,5X7TqFJySUyxjUyKorkdXF
Is She With You?,Batman v Superman: Dawn of Justice (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2Heydd3VKFNumiZUc5TLKT,2Heydd3VKFNumiZUc5TLKT
Cornfield Chase,Interstellar (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/18z7tK7u9DcDw85LYRR5Fe,18z7tK7u9DcDw85LYRR5Fe
Dream Is Collapsing,Inception (Music From The Motion Picture),https://api.spotify.com/v1/tracks/5xKVYMxOHB2XRLCUafFrz6,5xKVYMxOHB2XRLCUafFrz6
Main Title Theme,Mission Impossible (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6PzHOn4LPd44RUCUShf4rl,6PzHOn4LPd44RUCUShf4rl
The Batman Theme,Batman (Original Motion Picture Score),https://api.spotify.com/v1/tracks/50csT5Qb2qOF7lHdDQ1Sbx,50csT5Qb2qOF7lHdDQ1Sbx
"What's This? - From ""Tim Burton's The Nightmare Before Christmas""",Disney Classics,https://api.spotify.com/v1/tracks/0J9uoav31s7nNSF10lyUiF,0J9uoav31s7nNSF10lyUiF
Alice's Theme,Alice in Wonderland,https://api.spotify.com/v1/tracks/5yJ4g5wiv77VzuhidvAnJ6,5yJ4g5wiv77VzuhidvAnJ6
Bandersnatched,Alice in Wonderland,https://api.spotify.com/v1/tracks/0ub6dDeoRfy0wf71rwpX8J,0ub6dDeoRfy0wf71rwpX8J
Main Title,Charlotte's Web,https://api.spotify.com/v1/tracks/2U7OxJUqbKiWNcscGFJcCk,2U7OxJUqbKiWNcscGFJcCk
Main Titles,Tim Burton's Corpse Bride Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/4RDvijgmB2nmkYrGHCYDwh,4RDvijgmB2nmkYrGHCYDwh
Remains of the Day,Tim Burton's Corpse Bride Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/2Z23WEiIUGTVczX2BfyCmp,2Z23WEiIUGTVczX2BfyCmp
Mars Attacks (Movie Main Theme),The 100 Ultimate Movie Soundtrack Themes,https://api.spotify.com/v1/tracks/69EO4wPvFGP9nT21xAojCy,69EO4wPvFGP9nT21xAojCy
M.I.B. Main Theme,Men In Black The Album,https://api.spotify.com/v1/tracks/13U7h9mUA6R4mdqOrGay3K,13U7h9mUA6R4mdqOrGay3K
Theme From Spiderman,50 Classic Tv Themes,https://api.spotify.com/v1/tracks/6oQWapghx16R2MNOkylXxw,6oQWapghx16R2MNOkylXxw
Chariots Of Fire,Themes,https://api.spotify.com/v1/tracks/0JKaYO3e4sKgkshtuFqzqB,0JKaYO3e4sKgkshtuFqzqB
Main Theme (from Superman),John Williams - Greatest Scores,https://api.spotify.com/v1/tracks/51B4NG0pC8NxuP0LZwvix0,51B4NG0pC8NxuP0LZwvix0
"Non, je ne regrette rien",Edith Piaf - The Best Of,https://api.spotify.com/v1/tracks/0D4gIeyrMtxOAvCWsTHN9x,0D4gIeyrMtxOAvCWsTHN9x
Halloween Theme - Main Title,Halloween Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/7swocJUCUWTCiRUAU9oerC,7swocJUCUWTCiRUAU9oerC
Prelude,Psycho (Original Soundtrack Theme),https://api.spotify.com/v1/tracks/5L5fwo8nQjcFhSMTWpLOes,5L5fwo8nQjcFhSMTWpLOes
"End Credits - From ""Pirates of the Caribbean: On Stranger Tides""/Score",Pirates of the Caribbean: On Stranger Tides (Оригинальный саундтрек),https://api.spotify.com/v1/tracks/5pLgvObO8dbQoPItct80Id,5pLgvObO8dbQoPItct80Id
Lux Aeterna,Requiem for a Dream / OST,https://api.spotify.com/v1/tracks/62Da3JOu9H9EIgmqV7DoLG,62Da3JOu9H9EIgmqV7DoLG
In the House - In a Heartbeat,In the House - In a Heartbeat,https://api.spotify.com/v1/tracks/0cWPe8mPRyLMxxe94eRVzs,0cWPe8mPRyLMxxe94eRVzs
Super 8,Super 8 (Music From The Motion Picture),https://api.spotify.com/v1/tracks/2Ztvw16aFwDLu5OKH3BeVf,2Ztvw16aFwDLu5OKH3BeVf
Ice Dance,Edward Scissorhands,https://api.spotify.com/v1/tracks/4xkNDv1x0njg05gnjCBctx,4xkNDv1x0njg05gnjCBctx
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/6mb6lVLNrcUgLnEN8QnDJd,6mb6lVLNrcUgLnEN8QnDJd
"Be Prepared - From ""The Lion King"" / Soundtrack Version",The Lion King,https://api.spotify.com/v1/tracks/34nxgXFCPzDphUJGuRsn10,34nxgXFCPzDphUJGuRsn10
Something There,Beauty And The Beast (Soundtrack),https://api.spotify.com/v1/tracks/6M4hBkdml7QIB502hzBCK8,6M4hBkdml7QIB502hzBCK8
"Be Our Guest - From ""Beauty and the Beast""/Soundtrack",Beauty And The Beast (Soundtrack),https://api.spotify.com/v1/tracks/7rmClvTK7B8qO8cRGr3btT,7rmClvTK7B8qO8cRGr3btT
"One Jump Ahead - From ""Aladdin""/Soundtrack Version",Aladdin Special Edition,https://api.spotify.com/v1/tracks/69ZNzwrCGP6h5ewkJQWWaT,69ZNzwrCGP6h5ewkJQWWaT
"A Whole New World - From ""Aladdin""",Disney Classics,https://api.spotify.com/v1/tracks/433bZhu12pGf1oNSiTzVHD,433bZhu12pGf1oNSiTzVHD
"Colors Of The Wind - From ""Pocahontas""",Disney Classics,https://api.spotify.com/v1/tracks/2Q3qfNWEM2xaGwDmr78ttL,2Q3qfNWEM2xaGwDmr78ttL
"I Wan'na Be Like You (The Monkey Song) - From ""The Jungle Book""",Disney Greatest Hits,https://api.spotify.com/v1/tracks/7CYcKCq8FBw9qbMzUK7rC3,7CYcKCq8FBw9qbMzUK7rC3
"Real Gone - From ""Cars""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/6bprprF7UdyRcTrOnLIFUc,6bprprF7UdyRcTrOnLIFUc
"Le Festine - From ""Ratatouille""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/0JYnEczKVB5rL5m5d3ZAiL,0JYnEczKVB5rL5m5d3ZAiL
"The Incredits - From ""The Incredibles""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/2TBS6lFtFKPj99Z2YKWmlc,2TBS6lFtFKPj99Z2YKWmlc
Bundle of Joy,Inside Out (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/447Pl38RcgPoYIM0jPbs1x,447Pl38RcgPoYIM0jPbs1x
The Apes of Wrath,Dawn of the Planet of the Apes (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0C6sXqs24J4dsFxi3XnlwL,0C6sXqs24J4dsFxi3XnlwL
"Monkey See, Monkey Coup",Dawn of the Planet of the Apes (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/00wMlDvUCvLw96CZacHQAs,00wMlDvUCvLw96CZacHQAs
If I Didn't Have You,Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/6i1XkFVxGrkzV8GbTPJjl2,6i1XkFVxGrkzV8GbTPJjl2
"Colette Shows Him Le Ropes - From ""Ratatouille""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/5RyGc20mgBFStvsTYBQnaj,5RyGc20mgBFStvsTYBQnaj
"First Date - From ""WALL-E""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/0zkioxDJzs8VDA0a8KlePD,0zkioxDJzs8VDA0a8KlePD
"Nemo Egg (Main Title) - From ""Finding Nemo""",Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/67LPR2gdrR6zXrVF9xFf4J,67LPR2gdrR6zXrVF9xFf4J
Los Muertos Vivos Estan - From “Spectre” Soundtrack,Spectre (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1WBPU4mO1762GEHtjtqQEE,1WBPU4mO1762GEHtjtqQEE
"Lara's Theme (""Doctor Zhivago"")",The Magic Of Mantovani,https://api.spotify.com/v1/tracks/7hf9rz9i17lsJhlJlWGxTv,7hf9rz9i17lsJhlJlWGxTv
"The Good, The Bad And The Ugly - Main Title","The Good, The Bad & The Ugly (Original Motion Picture Soundtrack)",https://api.spotify.com/v1/tracks/1JSIWsJfxOji0FrxFcxdCK,1JSIWsJfxOji0FrxFcxdCK
Bang Bang (My Baby Shot Me Down),How Does That Grab You?,https://api.spotify.com/v1/tracks/4JLcAU2xY90qTkTSNM1lUa,4JLcAU2xY90qTkTSNM1lUa
Misirlou,"Surfer´s Paradise, Vol.1",https://api.spotify.com/v1/tracks/7fC9Hp9RFSDNpgRnSY2Ahj,7fC9Hp9RFSDNpgRnSY2Ahj
Step Out,The Secret Life Of Walter Mitty (Music From And Inspired By The Motion Picture),https://api.spotify.com/v1/tracks/5tag2auodYnO3vBlFgGt42,5tag2auodYnO3vBlFgGt42
Standing in the Rain (with Mark Ronson & Dan Auerbach),Suicide Squad: The Album,https://api.spotify.com/v1/tracks/6p586xRu0OuyR1ftsTvFoz,6p586xRu0OuyR1ftsTvFoz
You Don't Own Me (feat. G-Eazy),Suicide Squad: The Album,https://api.spotify.com/v1/tracks/6Slaf2WBzQA86oS7MNMUNS,6Slaf2WBzQA86oS7MNMUNS
I Started a Joke (feat. Becky Hanson),Suicide Squad: The Album,https://api.spotify.com/v1/tracks/7qoiIJeepTkwzXMAItJe8T,7qoiIJeepTkwzXMAItJe8T
Slippin' Into Darkness,Suicide Squad: The Album,https://api.spotify.com/v1/tracks/5IDmJ2xMwIUkSTPgGcgi3D,5IDmJ2xMwIUkSTPgGcgi3D
Gangsta,Suicide Squad: The Album,https://api.spotify.com/v1/tracks/1W7zkKgRv9mrLbfdQ8XyH3,1W7zkKgRv9mrLbfdQ8XyH3
"Footloose - From ""Footloose"" Soundtrack",The Essential Kenny Loggins,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,4YR6Dextuoc3I8nJ0XgzKI
"Lose Yourself - From ""8 Mile"" Soundtrack",Curtain Call (Deluxe),https://api.spotify.com/v1/tracks/7w9bgPAmPTtrkt2v16QWvQ,7w9bgPAmPTtrkt2v16QWvQ
Independent Women Part I,Survivor,https://api.spotify.com/v1/tracks/6e9sI2locopZ5p5ij1VAUF,6e9sI2locopZ5p5ij1VAUF
I Have Nothing,The Bodyguard - Original Soundtrack Album,https://api.spotify.com/v1/tracks/31er9IGsfFbwqy1pH4aiTP,31er9IGsfFbwqy1pH4aiTP
Over the Rainbow,The Wizard of Oz: Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/2PwYIEV1H34mbQBvbnnmLx,2PwYIEV1H34mbQBvbnnmLx
Hakuna Matata,The Lion King,https://api.spotify.com/v1/tracks/6J5tRmK1Z3zQD1G85IwvAZ,6J5tRmK1Z3zQD1G85IwvAZ
Jai Ho (From Slumdog Millionaire),25 Best Dance Songs from the Movies,https://api.spotify.com/v1/tracks/3TRJFi8bomvn1CW9l3ZP7g,3TRJFi8bomvn1CW9l3ZP7g
